Phage,Taxonomy,Host,Non-host
-1.5147862218675798,0.0,-1.3400833246540425,0.043675254841531994
1.0438430695561849,0.0,0.20692831553787164,0.08667255643440286
0.7282626066671057,0.0,1.8467606541413006,0.1081712072308383
-0.9952922291117112,0.0,-0.38781171502479755,0.4091523183809344
1.2963074398674481,0.0,1.231393801709406,0.49514692156667617
1.182212964822935,0.0,1.5579851479721434,-0.8162707770158855
0.7671032790226847,0.0,-0.8656664216618555,-0.7732734754230146
0.5292041608447635,0.0,-1.0684968367092398,-1.138750538962417
-1.2186260951562902,0.0,1.5339205224580468,-0.9022653802016273
0.9006180902449874,0.0,0.49226601806215803,-0.79477212621945
1.730837461845488,26.711420778386163,1.9223923343284608,2.1290443820957696
-1.429822251089751,0.0,-1.0100541747464342,0.5596428739559824
-1.5730472304009484,0.0,0.8085439533902827,-0.08531664993708063
-0.014565252133342114,0.0,-1.357272342878397,0.12966985802727374
-1.4638078394008824,0.0,1.1626377288119876,-0.45079371347648306
-0.502501198600303,0.0,-1.3297699137194297,-0.8162707770158855
0.17963810964455273,0.0,0.6779074148851877,-0.9667613325909336
0.27916733255572385,0.0,-1.1406907132515292,-0.7732734754230146
-0.11166693302228954,0.0,-0.8656664216618555,-0.49379101506935397
-0.32771817300019757,0.0,-0.5459506826888599,-1.0527559357766754
-0.20148598784456592,0.0,-1.2575760371771403,-0.3862977610871768
-1.3181553180674614,0.0,1.3035876782516953,-0.3647991102907413
-0.033985588311131604,0.0,-0.8656664216618555,-1.1172518881659816
0.8593498758671848,0.0,-0.8484774034375009,-0.45079371347648306
1.5657646043342774,0.0,-0.14372765623896222,-1.0527559357766754
-1.4710904654675536,0.0,1.3689059475042427,-0.9667613325909336
0.6918494763337505,0.0,-1.2507004298873985,-1.2032464913517233
-1.5269239319786985,0.0,1.0732548340453436,0.23716311200945092
1.4322497931119746,0.0,-0.8622286180169846,-0.5797856182550957
0.7306901486893295,0.0,0.1656746717994206,0.4306509691773699
0.8569223338449611,0.0,0.4957038217070289,1.0971091438668685
-1.221053637178514,0.0,-0.10934961979025302,1.4840848582027064
0.6408710938670531,0.0,0.3031868175942574,1.763567318556367
0.6238782997114872,0.0,-0.0543447614723183,0.387653667584499
1.7235548357788169,0.0,-0.35687148222095927,-0.32180180869787045
-0.9685892668672507,0.0,-1.357272342878397,-1.2462437929445942
-1.0632634057339745,0.0,-1.357272342878397,-0.6012842690515311
-1.3691337005341588,0.0,-0.9619249237182412,-0.6227829198479665
1.5584819782676063,0.0,0.7432256841377352,0.7531307311239014
-0.7209799806004347,0.0,-0.6525225956798584,1.720570016963496
0.39811689164468445,0.0,0.12442102806096955,-0.2573058563085641
-0.2209063240223554,0.0,-0.8175371706336626,-0.3862977610871768
0.5583346651114477,0.0,0.035038133294325625,0.08667255643440286
0.08253642875560532,0.0,-1.2025711788592057,1.226101048645481
-0.8180816614893821,0.0,-1.494784488673234,-1.525726253298255
-1.0147125652895006,0.0,-0.8691042253067264,-0.9237640309980627
-0.84963970777829,0.0,-0.6009555410067946,-0.10681530073351607
0.5170664507336451,0.0,-0.7419054904465023,0.47364827077024074
-1.0025748551783822,0.0,-0.239986158295348,0.36615501678806356
-1.5390616420898169,0.0,-0.5562640936234726,-1.4182329993160778
-0.5728999172447898,0.0,-1.357272342878397,1.0541118422739975
-0.2743122485112765,0.0,-0.2949910166132827,0.23716311200945092
-1.2331913472896323,0.0,-1.4088393975514608,-0.5582869674586602
0.8447846237338427,0.0,-0.3396824639966047,0.7746293819203368
-0.6238782997114872,0.0,0.5163306435762545,0.581141524752418
-1.0244227333783955,0.0,0.7707281132967025,-1.0742545865731108
-1.6434459490454352,0.0,1.7951935994682369,-1.375235697723207
-0.8714875859783032,0.0,-1.4775954704488794,-0.32180180869787045
0.9491689306894612,0.0,0.7879171315210571,0.6886347787345951
0.7209799806004347,0.0,0.3341270503980957,1.957055175724286
1.221053637178514,0.0,1.2142047834850513,1.0971091438668685
-0.12865972717785534,0.0,-0.9859895492323377,0.043675254841531994
-0.672429140155961,0.0,-0.2743641947440572,-1.4182329993160778
0.9030456322672111,0.0,-0.8484774034375009,0.7531307311239014
0.1723554835778817,0.0,-1.4638442558693956,1.8065646201492378
0.7938062412671453,0.0,-0.8691042253067264,1.957055175724286
-0.9248935104672242,0.0,1.6233034172246907,1.871060572538544
-0.31558046288907915,0.0,0.17942588637890428,0.387653667584499
-1.5099311378231326,0.0,-0.1059118161453821,-0.988259983387369
-1.2647493935785403,0.0,-1.2850784663361077,-0.5152896658657894
-1.0705460318006454,0.0,0.08316738432251851,0.8176266835132078
1.267176935600764,0.0,0.7707281132967025,-1.1172518881659816
-0.36655884535577654,0.0,1.571736362551627,-0.4722923642729185
1.1652201706673693,0.0,0.622902556567253,-1.138750538962417
1.5924675665787378,0.0,1.2967120709619533,0.1081712072308383
1.5172137638898036,0.0,-0.18154349633254235,1.9140578741314151
0.6651465140892899,0.0,-1.1131882840925618,1.3550929534240936
1.405546830867514,0.0,0.1966149046032589,-1.525726253298255
